# MAG          N-AS          N-FS        MS-ID; note N_AS=0 highlights singles or FS only
     2.480         0         0         67120
     2.530         0         0         67123
     2.650         0         0         67124
     2.690         0         0         67133
     2.440         0         0         67142
     2.410         0         0         67148
     2.410         0         0         67149
     3.010         0         0         67153
     2.540         0         0         67163
     3.750         0         0         67164
     2.470         0         0         67165
     2.630         0         0         67188
     2.890         0         0         67190
     2.850         0         0         67211
     2.860         0         0         67214
     2.860         0         0         67233
     2.400         0         0         67275
     3.060         0         0         67286
     2.720         0         0         67310
     3.310         0         0         67363
     2.520         0         0         67366
     3.090         0         0         67398
     3.230         0         0         67406
     2.730         0         0         67433
     2.600         0         0         67445
     2.840         0         0         67446
     3.090         0         0         67486
     2.500         0         0         67489
     2.690         0         0         67511
     3.250         0         0         67513
     2.940         0         0         67514
     2.790         0         0         67516
     2.850         0         0         67517
     2.650         0         0         67525
     2.450         0         0         67527
     2.400         0         0         67532
     2.580         0         0         67533
     3.350         0         0         67537
     3.070         0         0         67538
     3.010         0         0         67540
     3.650         0         0         67547
     2.710         0         0         67550
     2.400         0         0         67555
     3.440         0         0         67593
     2.640         0         0         67604
     2.470         0         0         67605
     3.640         0         0         67624
     2.600         0         0         67629
     3.230         0         0         67643
     3.240         0         0         67651
     3.090         0         0         67655
     2.550         0         0         67657
     3.440         0         0         67660
     2.530         0         0         67663
     2.960         0         0         67671
     3.140         0         0         67677
     2.770         0         0         67678
     2.460         0         0         67683
     2.890         0         0         67687
     2.970         0         0         67689
     2.820         0         0         67690
     2.760         0         0         67705
     2.610         0         0         67716
     2.980         0         0         67719
     2.590         0         0         67720
     2.940         0         0         67721
     2.780         0         0         67722
     2.580         0         0         67731
     2.700         0         0         67733
     4.030         0         0         67737
     4.010         0         0         67742
     2.530         0         0         67743
     2.520         0         0         67744
     2.950         0         0         67751
     2.450         0         0         67756
     2.490         0         0         67760
     2.680         0         0         67765
     2.440         0         0         67766
     3.510         0         0         67770
     2.580         0         0         67795
     2.580         0         0         67813
     2.400         0         0         67817
     2.520         0         0         67830
     2.430         0         0         67833
     2.760         0         0         67836
     3.410         0         0         67844
     2.830         0         0         67858
     3.100         0         0         67873
     3.270         0         0         67877
     2.650         0         0         67883
     3.190         0         0         67891
     2.770         0         0         67894
     3.500         0         0         67896
     3.110         0         0         67904
     2.950         0         0         67906
     3.140         0         0         67912
     3.910         0         0         67929
     3.400         0         0         67932
     4.630         0         0         67933
     2.540         0         0         67945
     2.470         0         0         67947
     3.060         0         0         67952
     2.440         0         0         67955
     3.220         0         0         67958
     2.760         0         0         67969
     3.330         0         0         67977
     2.530         0         0         67979
     2.770         0         0         67981
     3.120         0         0         67982
     2.540         0         0         67984
     3.190         0         0         67989
     2.410         0         0         67991
     3.080         0         0         67995
     2.800         0         0         67996
     3.740         0         0         67997
     2.470         0         0         68000
     2.820         0         0         68004
     2.420         0         0         68006
     2.670         0         0         68012
     2.500         0         0         68014
     2.420         0         0         68027
     2.950         0         0         68030
     2.970         0         0         68035
     2.960         0         0         68037
     2.860         0         0         68039
     2.590         0         0         68099
     2.500         0         0         68106
     3.870         0         0         68116
     2.640         0         0         68163
     2.460         0         0         68169
     4.130         0         0         68174
     2.730         0         0         68182
     2.680         0         0         68196
     2.430         0         0         68201
     2.570         0         0         68206
     2.430         0         0         68214
     2.620         0         0         68217
     3.440         0         0         68226
     2.690         0         0         68229
     2.620         0         0         68244
     2.450         0         0         68250
     2.470         0         0         68252
     2.640         0         0         68266
     3.360         0         0         68282
     2.480         0         0         68285
     2.850         0         0         68286
     2.410         0         0         68291
     2.660         0         0         68293
     2.400         0         0         68294
     2.400         0         0         68295
     3.000         0         0         68298
     2.420         0         0         68313
     2.460         0         0         68325
     2.610         0         0         68326
     4.480         0         0         68328
     2.630         0         0         68329
     2.590         0         0         68331
     3.230         0         0         68336
     2.420         0         0         68355
     2.400         0         0         68362
     2.400         0         0         68377
     2.690         0         0         68386
     3.340         0         0         68403
     2.530         0         0         68418
     2.920         0         0         68425
     3.360         0         0         68426
     2.570         0         0         68429
     2.910         0         0         68431
     2.610         0         0         68432
     2.930         0         0         68440
     3.000         0         0         68442
     2.490         0         0         68447
     2.810         0         0         68450
     2.600         0         0         68452
     3.210         0         0         68473
     2.450         0         0         68483
     2.590         0         0         68484
     2.520         0         0         68494
     2.420         0         0         68500
     2.400         0         0         68507
     2.450         0         0         68518
     2.600         0         0         68528
     2.400         0         0         68539
     2.520         0         0         68540
     2.400         0         0         68552
     3.180         0         0         68561
     2.400         0         0         68564
     4.120         0         0         68570
     2.610         0         0         68575
     2.510         0         0         68582
     2.740         0         0         68583
     2.510         0         0         68585
     2.590         0         0         68586
     2.840         0         0         68588
     3.050         0         0         68595
     2.480         0         0         68612
     2.770         0         0         68621
     2.870         0         0         68624
     2.450         0         0         68632
     2.510         0         0         68639
     2.500         0         0         68640
     2.510         0         0         68641
     2.620         0         0         68642
     2.480         0         0         68644
     2.610         0         0         68652
     2.620         0         0         68659
     2.570         0         0         68661
     2.640         0         0         68668
     2.600         0         0         68674
     2.580         0         0         68681
     4.130         0         0         68685
     3.490         0         0         68694
     2.840         0         0         68696
     4.010         0         0         68712
     3.240         0         0         68715
     2.550         0         0         68716
     2.450         0         0         68728
     2.690         0         0         68745
     2.410         0         0         68753
     2.450         0         0         68762
     2.460         0         0         68766
     2.410         0         0         68767
     2.860         0         0         68774
     2.840         0         0         68775
     2.450         0         0         68781
     2.520         0         0         68810
     2.630         0         0         68812
     3.200         0         0         68814
     2.630         0         0         68836
     2.430         0         0         68841
     2.640         0         0         68848
     3.800         0         0         68857
     3.390         0         0         68861
     3.210         0         0         68872
     2.480         0         0         68873
     2.720         0         0         68875
     2.590         0         0         68888
     2.530         0         0         68904
     3.780         0         0         68909
     2.580         0         0         68910
     2.600         0         0         68915
     2.500         0         0         68918
     2.510         0         0         68924
     2.850         0         0         68926
     2.580         0         0         68930
     2.470         0         0         68932
     2.820         0         0         68933
     2.610         0         0         68937
     2.950         0         0         68944
     2.780         0         0         68951
     2.760         0         0         68953
     2.600         0         0         68956
     2.760         0         0         68958
     2.540         0         0         68960
     2.500         0         0         68961
     2.680         0         0         68973
     2.770         0         0         68975
     3.000         0         0         68978
     3.080         0         0         68987
     2.460         0         0         68988
     2.800         0         0         68991
     2.660         0         0         68993
     2.460         0         0         68994
     2.560         0         0         69008
     2.580         0         0         69014
     2.910         0         0         69027
     3.130         0         0         69028
     2.410         0         0         69045
     2.420         0         0         69046
     2.520         0         0         69054
     2.480         0         0         69056
     2.540         0         0         69057
     2.870         0         0         69061
     2.950         0         0         69064
     2.830         0         0         69068
     2.450         0         0         69090
     2.990         0         0         69091
     3.330         0         0         69099
     2.490         0         0         69109
     3.540         0         0         69120
     2.560         0         0         69123
     2.620         0         0         69127
     2.570         0         0         69144
     3.070         0         0         69153
     2.740         0         0         69159
     2.450         0         0         69173
     2.670         0         0         69188
     2.520         0         0         69193
     2.650         0         0         69198
     3.090         0         0         69206
     3.160         0         0         69210
     2.570         0         0         69217
     2.450         0         0         69220
     3.040         0         0         69232
     2.490         0         0         69256
     2.400         0         0         69285
     3.190         0         0         69294
     2.520         0         0         69295
     2.480         0         0         69297
     2.740         0         0         69303
     2.490         0         0         69304
     2.480         0         0         69307
     2.990         0         0         69316
     2.540         0         0         69321
     3.210         0         0         69327
     2.420         0         0         69333
     2.400         0         0         69336
     2.480         0         0         69337
     2.560         0         0         69341
     3.220         0         0         69342
     3.420         0         0         69348
     2.510         0         0         69353
     2.470         0         0         69359
     2.900         0         0         69363
     2.750         0         0         69366
     2.500         0         0         69381
     2.440         0         0         69395
     3.260         0         0         69398
     2.800         0         0         69403
     2.410         0         0         69411
     2.660         0         0         69412
     2.440         0         0         69413
     2.500         0         0         69418
     2.720         0         0         69429
     2.770         0         0         69430
     2.540         0         0         69435
     2.660         0         0         69456
     2.670         0         0         69469
     2.620         0         0         69475
     2.720         0         0         69481
     2.840         0         0         69483
     3.060         0         0         69485
     3.010         0         0         69494
     2.780         0         0         69495
     2.590         0         0         69496
     2.660         0         0         69504
     2.730         0         0         69509
     2.590         0         0         69513
     2.750         0         0         69517
     2.580         0         0         69520
     2.690         0         0         69524
     2.870         0         0         69528
     2.630         0         0         69530
     2.580         0         0         69532
     2.560         0         0         69534
     3.040         0         0         69535
     2.450         0         0         69539
     2.510         0         0         69547
     2.900         0         0         69552
     2.670         0         0         69554
     2.540         0         0         69555
     2.730         0         0         69558
     2.650         0         0         69560
     2.550         0         0         69565
     2.640         0         0         69568
     2.700         0         0         69569
     2.620         0         0         69572
     2.700         0         0         69578
     2.470         0         0         69581
     2.530         0         0         69588
     2.440         0         0         69589
     2.640         0         0         69594
     2.740         0         0         69596
     2.590         0         0         69600
     2.730         0         0         69602
     2.450         0         0         69606
     2.510         0         0         69608
     2.470         0         0         69612
     2.630         0         0         69614
     2.700         0         0         69618
     2.740         0         0         69620
     2.850         0         0         69621
     2.710         0         0         69625
     2.740         0         0         69626
     2.900         0         0         69628
     2.610         0         0         69631
     2.700         0         0         69633
     2.950         0         0         69634
     2.560         0         0         69638
     2.710         0         0         69646
     2.540         0         0         69647
     2.610         0         0         69648
     2.610         0         0         69650
     2.580         0         0         69651
     2.510         0         0         69655
     2.580         0         0         69657
     2.540         0         0         69665
     2.690         0         0         69671
     2.600         0         0         69672
     2.660         0         0         69678
     2.750         0         0         69680
     2.410         0         0         69682
     2.520         0         0         69686
     2.430         0         0         69689
     2.430         0         0         69691
     2.720         0         0         69693
     2.920         0         0         69694
     2.630         0         0         69695
     2.460         0         0         69696
     2.720         0         0         69700
     2.690         0         0         69701
     2.770         0         0         69704
     2.660         0         0         69707
     2.510         0         0         69708
     2.400         0         0         69709
     2.620         0         0         69711
     2.740         0         0         69713
     2.470         0         0         69714
     2.500         0         0         69717
     2.730         0         0         69718
     2.560         0         0         69719
     2.570         0         0         69723
     2.490         0         0         69727
     2.880         0         0         69728
     2.610         0         0         69729
     2.700         0         0         69731
     2.540         0         0         69736
     2.810         0         0         69739
     2.670         0         0         69742
     2.640         0         0         69749
     2.580         0         0         69750
     2.690         0         0         69752
     2.700         0         0         69754
     2.760         0         0         69758
     2.410         0         0         69763
     3.770         0         0         69764
     2.430         0         0         69765
     2.630         0         0         69769
     2.740         0         0         69772
     2.640         0         0         69773
     2.510         0         0         69775
     2.640         0         0         69779
     2.410         0         0         69781
     2.530         0         0         69784
     2.820         0         0         69788
     2.830         0         0         69789
     2.590         0         0         69792
     2.750         0         0         69794
     2.440         0         0         69800
     2.880         0         0         69805
     2.780         0         0         69807
     2.890         0         0         69811
     2.650         0         0         69812
     2.790         0         0         69823
     2.740         0         0         69825
     2.780         0         0         69830
     2.470         0         0         69831
     2.540         0         0         69834
     3.200         0         0         69836
     2.520         0         0         69841
     2.420         0         0         69846
     2.660         0         0         69848
     3.100         0         0         69849
     2.410         0         0         69853
     2.450         0         0         69856
     2.400         0         0         69862
     2.410         0         0         69863
     2.450         0         0         69866
     2.670         0         0         69869
     2.440         0         0         69874
     2.670         0         0         69886
     2.400         0         0         69891
     2.530         0         0         69904
     2.470         0         0         69910
     3.190         0         0         69914
     2.430         0         0         69928
     2.590         0         0         69934
     2.690         0         0         69939
     2.760         0         0         69946
     2.720         0         0         69947
     2.550         0         0         69957
     2.400         0         0         69959
     2.730         0         0         69960
     2.510         0         0         69962
     2.460         0         0         69967
     3.020         0         0         69969
     2.690         0         0         69983
     2.660         0         0         69988
     2.470         0         0         69991
     2.500         0         0         69997
     2.400         0         0         70003
     2.400         0         0         70005
     2.400         0         0         70007
     2.550         0         0         70011
     2.560         0         0         70012
     2.470         0         0         70018
     2.540         0         0         70019
     2.410         0         0         70024
     2.610         0         0         70050
     2.570         0         0         70052
     2.540         0         0         70054
     3.010         0         0         70064
     2.660         0         0         70066
     2.470         0         0         70076
     2.490         0         0         70082
     2.810         0         0         70085
     2.600         0         0         70087
     2.400         0         0         70092
     2.490         0         0         70095
     2.410         0         0         70098
     2.600         0         0         70099
     2.440         0         0         70100
     2.500         0         0         70109
     2.580         0         0         70110
     2.600         0         0         70115
     2.420         0         0         70123
     2.610         0         0         70125
     2.720         0         0         70129
     2.590         0         0         70132
     2.460         0         0         70135
     2.590         0         0         70138
     2.720         0         0         70140
     2.590         0         0         70147
     2.400         0         0         70153
     2.500         0         0         70157
     2.660         0         0         70159
     2.410         0         0         70161
     2.540         0         0         70175
     2.590         0         0         70180
     2.520         0         0         70181
     2.400         0         0         70184
     2.550         0         0         70188
     2.500         0         0         70189
     2.460         0         0         70193
     2.450         0         0         70194
     2.440         0         0         70197
     2.570         0         0         70201
     2.620         0         0         70206
     2.400         0         0         70210
     2.620         0         0         70218
     2.580         0         0         70220
     2.410         0         0         70223
     2.700         0         0         70226
     2.550         0         0         70229
     3.290         0         0         70236
     2.530         0         0         70247
     2.590         0         0         70254
     2.570         0         0         70259
     2.620         0         0         70262
     2.540         0         0         70263
     2.530         0         0         70264
     2.960         0         0         70285
     2.480         0         0         70290
     2.490         0         0         70291
     3.110         0         0         70302
     2.510         0         0         70317
     2.510         0         0         70318
     2.570         0         0         70323
     2.440         0         0         70328
     2.560         0         0         70333
     2.530         0         0         70341
     2.400         0         0         70343
     2.450         0         0         70351
     2.450         0         0         70352
     2.420         0         0         70353
     2.630         0         0         70354
     2.550         0         0         70356
     2.420         0         0         70369
     2.410         0         0         70375
     2.490         0         0         70384
     2.400         0         0         70386
     3.640         0         0         70388
     2.490         0         0         70389
     2.730         0         0         70390
     2.560         0         0         70402
     2.470         0         0         70407
     2.500         0         0         70413
     2.500         0         0         70417
     2.560         0         0         70421
     2.630         0         0         70427
     2.620         0         0         70432
     2.770         0         0         70463
     2.520         0         0         70467
     2.740         0         0         70476
     2.530         0         0         70482
     2.440         0         0         70493
     2.570         0         0         70498
     2.640         0         0         70500
     2.550         0         0         70507
     3.360         0         0         70515
     2.510         0         0         70519
     2.430         0         0         70520
     2.560         0         0         70521
     2.530         0         0         70522
     2.430         0         0         70525
     2.510         0         0         70535
     2.400         0         0         70549
     2.450         0         0         70555
     3.620         0         0         70571
     2.480         0         0         70582
     2.460         0         0         70588
     2.500         0         0         70589
     2.500         0         0         70604
     2.550         0         0         70621
     2.740         0         0         70625
     2.540         0         0         70636
     2.560         0         0         70638
     2.500         0         0         70646
     2.560         0         0         70648
     2.620         0         0         70652
     2.500         0         0         70653
     2.410         0         0         70662
     2.670         0         0         70664
     2.990         0         0         70665
     2.420         0         0         70670
     2.540         0         0         70676
     2.420         0         0         70679
     2.570         0         0         70682
     2.410         0         0         70687
     2.470         0         0         70692
     2.850         0         0         70703
     2.400         0         0         70705
     2.420         0         0         70720
     2.460         0         0         70731
     2.740         0         0         71176
     2.460         0         0         71183
     2.980         0         0         71228
     2.680         0         0         71250
     2.550         0         0         71277
     2.980         0         0         71304
     2.910         0         0         71362
     2.870         0         0         71364
     2.470         0         0         71367
     2.480         0         0         71373
     2.570         0         0         71393
     2.440         0         0         71432
     2.550         0         0         71440
     2.490         0         0         71468
     2.430         0         0         71473
     2.400         0         0         71482
     2.540         0         0         71554
     2.520         0         0         71568
     2.630         0         0         71591
     2.400         0         0         71598
     2.460         0         0         71599
     2.500         0         0         71618
     2.410         0         0         71626
     2.590         0         0         71640
     2.690         0         0         71654
     2.440         0         0         71655
     2.590         0         0         71681
     2.540         0         0         71695
     2.470         0         0         71706
     2.450         0         0         71735
     2.720         0         0         71754
     2.410         0         0         71762
     2.510         0         0         71772
     2.430         0         0         71824
     2.540         0         0         71832
     2.850         0         0         71862
     3.450         0         0         71863
     2.570         0         0         71870
     2.660         0         0         71879
     2.470         0         0         71909
     2.490         0         0         71927
     2.500         0         0         71930
     2.520         0         0         71947
     2.420         0         0         72043
     2.720         0         0         72077
     2.410         0         0         72082
     2.740         0         0         72106
     2.630         0         0         72132
     2.510         0         0         72135
     2.400         0         0         72139
     2.440         0         0         72155
     2.580         0         0         72216
     3.040         0         0         72227
     2.650         0         0         72236
     2.570         0         0         72238
     2.460         0         0         72241
     2.580         0         0         72257
     2.560         0         0         72260
     2.450         0         0         72262
     2.540         0         0         72303
     2.810         0         0         72306
     3.220         0         0         72317
     2.530         0         0         72321
     2.590         0         0         72337
     2.540         0         0         72353
     2.460         0         0         72360
     2.500         0         0         72374
     2.400         0         0         72382
     2.530         0         0         72395
     2.580         0         0         72399
     2.460         0         0         72405
     2.560         0         0         72410
     2.550         0         0         72415
     2.510         0         0         72423
     2.430         0         0         72456
     2.430         0         0         72476
     2.430         0         0         72540
     2.420         0         0         72579
     2.550         0         0         72580
     2.450         0         0         72588
     2.530         0         0         72687
     2.490         0         0         72709
     2.580         0         0         72740
     2.620         0         0         72774
     2.420         0         0         72823
     3.430         0         0         72831
     2.530         0         0         72921
     2.790         0         0         73062
     3.260         0         0         73088
     2.580         0         0         73100
     2.590         0         0         73117
     2.560         0         0         73133
     2.730         0         0         73149
     2.840         0         0         73163
     3.040         0         0         73181
     3.020         0         0         73182
     2.450         0         0         73217
     3.440         0         0         73220
     2.480         0         0         73239
     2.410         0         0         73240
     2.430         0         0         73245
     2.490         0         0         73265
     3.000         0         0         73276
     2.470         0         0         73294
     2.510         0         0         73298
     2.440         0         0         73312
     2.560         0         0         73318
     3.020         0         0         73334
     2.690         0         0         73342
     2.650         0         0         73346
     2.520         0         0         73348
     3.690         0         0         73349
     2.620         0         0         73357
     2.540         0         0         73366
     2.580         0         0         73370
     2.590         0         0         73384
     2.590         0         0         73389
     2.460         0         0         73391
     2.440         0         0         73406
     2.500         0         0         73414
     2.550         0         0         73418
     2.520         0         0         73423
     2.420         0         0         73426
     2.410         0         0         73432
     2.450         0         0         73436
     2.700         0         0         73438
     2.620         0         0         73442
     2.570         0         0         73443
     2.450         0         0         73444
     3.640         0         0         73453
     2.480         0         0         73463
     3.580         0         0         73497
     2.430         0         0         73536
     2.400         0         0         73557
     2.730         0         0         73588
     2.430         0         0         73596
     2.570         0         0         73610
     2.540         0         0         73629
     3.180         0         0         73637
     2.790         0         0         73676
     2.400         0         0         73678
     4.800         0         0         73680
     2.490         0         0         73682
     2.530         0         0         73684
     2.950         0         0         73692
     2.450         0         0         73734
     2.600         0         0         73837
     2.420         0         0         73839
     2.670         0         0         73922
     2.470         0         0         74000
     3.320         0         0         74002
     2.640         0         0         74008
     2.670         0         0         74015
     2.480         0         0         74024
     2.780         0         0         74034
     2.470         0         0         74138
     2.920         0         0         74144
     2.770         0         0         74152
     2.430         0         0         74203
     2.410         0         0         74210
     2.530         0         0         74231
     2.440         0         0         74255
     2.450         0         0         74261
     2.620         0         0         74269
     2.510         0         0         74277
     2.520         0         0         74286
     2.520         0         0         74293
     2.540         0         0         74347
     3.170         0         0         74396
     2.710         0         0         74407
     2.420         0         0         74414
     2.980         0         0         74415
     2.640         0         0         74424
     3.260         0         0         74441
     2.560         0         0         74451
     2.430         0         0         74498
     2.500         0         0         74501
     2.400         0         0         74520
     2.570         0         0         74581
     2.670         0         0         74622
     3.220         0         0         74636
     3.000         0         0         74647
     2.820         0         0         74649
     2.580         0         0         74665
     2.530         0         0         74675
     2.680         0         0         74733
     3.810         0         0         74748
     2.510         0         0         74762
     2.590         0         0         74770
     2.470         0         0         74774
     2.510         0         0         74780
     2.530         0         0         74785
     2.490         0         0         74792
     2.400         0         0         74795
     2.660         0         0         74803
     2.780         0         0         74810
     2.440         0         0         74848
     2.550         0         0         74857
     2.600         0         0         74868
     2.500         0         0         74870
     2.590         0         0         74872
     3.010         0         0         74873
     2.570         0         0         74875
     2.580         0         0         74877
     2.850         0         0         74878
     2.400         0         0         74881
     2.420         0         0         74882
     3.170         0         0         74890
     3.060         0         0         74891
     2.890         0         0         74896
     2.710         0         0         74899
     2.540         0         0         74904
     2.520         0         0         74911
     2.430         0         0         74918
     2.920         0         0         74928
     2.420         0         0         74931
     2.610         0         0         74938
     2.470         0         0         74939
     3.200         0         0         74942
     2.920         0         0         74947
     2.420         0         0         74953
     2.480         0         0         74982
     2.440         0         0         75000
     2.520         0         0         75020
     2.960         0         0         75023
     2.650         0         0         75037
     2.730         0         0         75060
     3.650         0         0         75063
     2.750         0         0         75071
     3.010         0         0         75081
     2.640         0         0         75090
     2.430         0         0         75099
     2.850         0         0         75107
     3.250         0         0         75108
     2.680         0         0         75124
     3.740         0         0         75127
     2.770         0         0         75134
     2.620         0         0         75135
     2.580         0         0         75137
     2.480         0         0         75144
     2.590         0         0         75149
     2.940         0         0         75166
     3.420         0         0         75168
     2.950         0         0         75183
     3.220         0         0         75185
     2.750         0         0         75189
     2.430         0         0         75190
     3.370         0         0         75203
     2.400         0         0         75213
     2.910         0         0         75224
     2.690         0         0         75241
     2.830         0         0         75244
     2.540         0         0         75261
     2.410         0         0         75263
     2.400         0         0         75268
     2.400         0         0         75273
     2.410         0         0         75277
     2.630         0         0         75311
     2.620         0         0         75312
     2.690         0         0         75321
     2.440         0         0         75348
     2.520         0         0         75352
     3.180         0         0         75354
     2.660         0         0         75369
     2.600         0         0         75384
     2.510         0         0         75405
     2.420         0         0         75415
     2.580         0         0         75416
     2.540         0         0         75429
     3.090         0         0         75435
     2.430         0         0         75451
     2.870         0         0         75464
     2.630         0         0         75467
     2.460         0         0         75493
     2.480         0         0         75504
     2.410         0         0         75511
     3.020         0         0         75518
     2.470         0         0         75524
     4.130         0         0         75526
     3.390         0         0         75547
     2.840         0         0         75565
     2.670         0         0         75568
     2.700         0         0         75572
     2.830         0         0         75580
     2.520         0         0         75586
     2.560         0         0         75605
     2.720         0         0         75611
     2.440         0         0         75619
     3.110         0         0         75624
     2.740         0         0         75644
     2.510         0         0         75656
     2.950         0         0         75661
     2.480         0         0         75672
     2.580         0         0         75676
     3.660         0         0         75679
     2.670         0         0         75691
     2.460         0         0         75693
     3.000         0         0         75697
     2.400         0         0         75716
     2.970         0         0         75722
     2.450         0         0         75724
     2.780         0         0         75730
     2.580         0         0         75734
     2.710         0         0         75747
     2.430         0         0         75763
     2.500         0         0         75776
     2.410         0         0         75777
     2.410         0         0         75800
     2.470         0         0         75814
     2.530         0         0         75816
     3.370         0         0         75823
     2.770         0         0         75839
     2.430         0         0         75879
     3.040         0         0         75883
     2.480         0         0         75884
     2.460         0         0         75894
     2.560         0         0         75901
     3.080         0         0         75907
     2.580         0         0         75911
     2.840         0         0         75923
     2.600         0         0         75926
     2.460         0         0         75940
     2.420         0         0         75965
     2.730         0         0         75981
     3.190         0         0         75982
     3.750         0         0         76031
     2.530         0         0         76039
     2.710         0         0         76045
     2.720         0         0         76057
     2.460         0         0         76075
     2.500         0         0         76077
     2.710         0         0         76081
     2.400         0         0         76087
     2.400         0         0         76103
     2.760         0         0         76105
     3.020         0         0         76123
     2.430         0         0         76133
     3.430         0         0         76139
     2.830         0         0         76150
     2.550         0         0         76156
     2.430         0         0         76172
     2.430         0         0         76177
     2.510         0         0         76182
     2.950         0         0         76196
     3.870         0         0         76211
     2.550         0         0         76229
     3.090         0         0         76254
     3.160         0         0         76257
     2.940         0         0         76258
     4.270         0         0         76261
     2.520         0         0         76268
     3.170         0         0         76313
     2.420         0         0         76350
     3.490         0         0         76357
     2.550         0         0         76360
     2.690         0         0         76361
     2.720         0         0         76362
     2.540         0         0         76370
     2.770         0         0         76372
     2.960         0         0         76384
     2.780         0         0         76392
     2.440         0         0         76399
     2.720         0         0         76402
     2.730         0         0         76413
     3.230         0         0         76416
     2.710         0         0         76431
     2.980         0         0         76439
     3.290         0         0         76442
     2.400         0         0         76447
     2.810         0         0         76455
     3.560         0         0         76471
     3.160         0         0         76485
     2.510         0         0         76533
     2.970         0         0         76539
     2.430         0         0         76550
     2.860         0         0         76554
     2.400         0         0         76581
     2.570         0         0         76592
     3.540         0         0         76594
     2.640         0         0         76608
     2.500         0         0         76638
     2.840         0         0         76640
     2.820         0         0         76699
     2.430         0         0         76713
     2.620         0         0         76718
     2.580         0         0         76738
